dataset_id,measure_id,measure_name
53,108,Республика Саха (Якутия)
53,109,Забайкальский край
53,110,Камчатский край
53,111,Приморский край
53,112,Хабаровский край
53,113,Амурская область
53,114,Магаданская область
53,115,Сахалинская область
53,116,Еврейская автономная область
53,117,Чукотский автономный округ
52,22,Российская Федерация
52,23,Центральный федеральный округ
52,24,Белгородская область
52,25,Брянская область
52,26,Владимирская область
52,27,Воронежская область
52,28,Ивановская область
52,29,Калужская область
52,30,Костромская область
52,31,Курская область
52,32,Липецкая область
52,33,Московская область
52,34,Орловская область
52,35,Рязанская область
52,36,Смоленская область
52,37,Тамбовская область
52,38,Тверская область
52,39,Тульская область
52,40,Ярославская область
52,41,г. Москва
52,42,Северо-Западный федеральный округ
52,43,Республика Карелия
52,44,Республика Коми
52,45,Архангельская область
52,46,"Архангельская область, в том числе Ненецкий автономный округ"
52,47,Архангельская область без данных по Ненецкому автономному округу
52,48,Вологодская область
52,49,Калининградская область
52,50,Ленинградская область
52,51,Мурманская область
52,52,Новгородская область
52,53,Псковская область
52,54,г. Санкт-Петербург
52,55,Южный федеральный округ
52,56,Республика Адыгея (Адыгея)
52,57,Республика Калмыкия
52,58,Республика Крым
52,59,Краснодарский край
52,60,Астраханская область
52,61,Волгоградская область
52,62,Ростовская область
52,63,г. Севастополь
52,64,Северо-Кавказский федеральный округ
52,65,Республика Дагестан
52,66,Республика Ингушетия
52,67,Кабардино-Балкарская Республика
52,68,Карачаево-Черкесская Республика
52,69,Республика Северная Осетия - Алания
52,70,Чеченская Республика
52,71,Ставропольский край
52,72,Приволжский федеральный округ
52,73,Республика Башкортостан
52,74,Республика Марий Эл
52,75,Республика Мордовия
52,76,Республика Татарстан (Татарстан)
52,77,Удмуртская Республика
52,78,Чувашская Республика - Чувашия
52,79,Пермский край
52,80,Кировская область
52,81,Нижегородская область
52,82,Оренбургская область
52,83,Пензенская область
52,84,Самарская область
52,85,Саратовская область
52,86,Ульяновская область
52,87,Уральский федеральный округ
52,88,Курганская область
52,89,Свердловская область
52,90,Тюменская область
52,91,"Тюменская область, в том числе Ханты-Мансийский автономный округ - Югра"
52,92,"Тюменская область, в том числе Ямало-Ненецкий автономный округ"
52,93,Тюменская область без данных по Ханты-Мансийскому автономному округу - Югре и Ямало-Ненецкому автономному округу
52,94,Челябинская область
52,95,Сибирский федеральный округ
52,96,Республика Алтай
52,97,Республика Тыва
52,98,Республика Хакасия
52,99,Алтайский край
52,100,Красноярский край
52,101,Иркутская область
52,102,Кемеровская область - Кузбасс
52,103,Новосибирская область
52,104,Омская область
52,105,Томская область
52,106,Дальневосточный федеральный округ
52,107,Республика Бурятия
52,108,Республика Саха (Якутия)
52,109,Забайкальский край
52,110,Камчатский край
52,111,Приморский край
52,112,Хабаровский край
52,113,Амурская область
52,114,Магаданская область
52,115,Сахалинская область
52,116,Еврейская автономная область
52,117,Чукотский автономный округ
54,22,Российская Федерация
54,23,Центральный федеральный округ
54,24,Белгородская область
54,25,Брянская область
54,26,Владимирская область
54,27,Воронежская область
54,28,Ивановская область
54,29,Калужская область
54,30,Костромская область
54,31,Курская область
54,32,Липецкая область
54,33,Московская область
54,34,Орловская область
54,35,Рязанская область
54,36,Смоленская область
54,37,Тамбовская область
54,38,Тверская область
54,39,Тульская область
54,40,Ярославская область
54,41,г. Москва
54,42,Северо-Западный федеральный округ
54,43,Республика Карелия
54,44,Республика Коми
54,45,Архангельская область
54,46,"Архангельская область, в том числе Ненецкий автономный округ"
54,47,Архангельская область без данных по Ненецкому автономному округу
54,48,Вологодская область
54,49,Калининградская область
54,50,Ленинградская область
54,51,Мурманская область
54,52,Новгородская область
54,53,Псковская область
54,54,г. Санкт-Петербург
54,55,Южный федеральный округ
54,56,Республика Адыгея (Адыгея)
54,57,Республика Калмыкия
54,58,Республика Крым
54,59,Краснодарский край
54,60,Астраханская область
54,61,Волгоградская область
54,62,Ростовская область
54,63,г. Севастополь
54,64,Северо-Кавказский федеральный округ
54,65,Республика Дагестан
54,66,Республика Ингушетия
54,67,Кабардино-Балкарская Республика
54,68,Карачаево-Черкесская Республика
54,69,Республика Северная Осетия - Алания
54,70,Чеченская Республика
54,71,Ставропольский край
54,72,Приволжский федеральный округ
54,73,Республика Башкортостан
54,74,Республика Марий Эл
54,75,Республика Мордовия
54,76,Республика Татарстан (Татарстан)
54,77,Удмуртская Республика
54,78,Чувашская Республика - Чувашия
54,79,Пермский край
54,80,Кировская область
54,81,Нижегородская область
54,82,Оренбургская область
54,83,Пензенская область
54,84,Самарская область
54,85,Саратовская область
54,86,Ульяновская область
54,87,Уральский федеральный округ
54,88,Курганская область
54,89,Свердловская область
54,90,Тюменская область
54,91,"Тюменская область, в том числе Ханты-Мансийский автономный округ - Югра"
54,92,"Тюменская область, в том числе Ямало-Ненецкий автономный округ"
54,93,Тюменская область без данных по Ханты-Мансийскому автономному округу - Югре и Ямало-Ненецкому автономному округу
54,94,Челябинская область
54,95,Сибирский федеральный округ
54,96,Республика Алтай
54,97,Республика Тыва
54,98,Республика Хакасия
54,99,Алтайский край
54,100,Красноярский край
54,101,Иркутская область
54,102,Кемеровская область - Кузбасс
54,103,Новосибирская область
54,104,Омская область
54,105,Томская область
54,106,Дальневосточный федеральный округ
54,107,Республика Бурятия
54,108,Республика Саха (Якутия)
54,109,Забайкальский край
54,110,Камчатский край
54,111,Приморский край
54,112,Хабаровский край
54,113,Амурская область
54,114,Магаданская область
54,115,Сахалинская область
54,116,Еврейская автономная область
54,117,Чукотский автономный округ
42,22,Российская Федерация
42,23,Центральный федеральный округ
42,24,Белгородская область
42,25,Брянская область
42,26,Владимирская область
42,27,Воронежская область
42,28,Ивановская область
42,29,Калужская область
42,30,Костромская область
42,31,Курская область
42,32,Липецкая область
42,33,Московская область
42,34,Орловская область
42,35,Рязанская область
42,36,Смоленская область
42,37,Тамбовская область
42,38,Тверская область
42,39,Тульская область
42,40,Ярославская область
42,41,г. Москва
42,42,Северо-Западный федеральный округ
42,43,Республика Карелия
42,44,Республика Коми
42,45,Архангельская область
42,46,"Архангельская область, в том числе Ненецкий автономный округ"
42,47,Архангельская область без данных по Ненецкому автономному округу
42,48,Вологодская область
42,49,Калининградская область
42,50,Ленинградская область
42,51,Мурманская область
42,52,Новгородская область
42,53,Псковская область
42,54,г. Санкт-Петербург
42,55,Южный федеральный округ
42,56,Республика Адыгея (Адыгея)
42,57,Республика Калмыкия
42,58,Республика Крым
42,59,Краснодарский край
42,60,Астраханская область
42,61,Волгоградская область
42,62,Ростовская область
42,63,г. Севастополь
42,64,Северо-Кавказский федеральный округ
42,65,Республика Дагестан
42,66,Республика Ингушетия
42,67,Кабардино-Балкарская Республика
42,68,Карачаево-Черкесская Республика
42,69,Республика Северная Осетия - Алания
42,70,Чеченская Республика
42,71,Ставропольский край
42,72,Приволжский федеральный округ
42,73,Республика Башкортостан
42,74,Республика Марий Эл
42,75,Республика Мордовия
42,76,Республика Татарстан (Татарстан)
42,77,Удмуртская Республика
42,78,Чувашская Республика - Чувашия
42,79,Пермский край
42,80,Кировская область
42,81,Нижегородская область
42,82,Оренбургская область
42,83,Пензенская область
42,84,Самарская область
42,85,Саратовская область
42,86,Ульяновская область
42,87,Уральский федеральный округ
42,88,Курганская область
42,89,Свердловская область
42,90,Тюменская область
42,91,"Тюменская область, в том числе Ханты-Мансийский автономный округ - Югра"
42,92,"Тюменская область, в том числе Ямало-Ненецкий автономный округ"
42,93,Тюменская область без данных по Ханты-Мансийскому автономному округу - Югре и Ямало-Ненецкому автономному округу
42,94,Челябинская область
42,95,Сибирский федеральный округ
42,96,Республика Алтай
42,97,Республика Тыва
42,98,Республика Хакасия
42,99,Алтайский край
42,100,Красноярский край
42,101,Иркутская область
42,102,Кемеровская область - Кузбасс
42,103,Новосибирская область
42,104,Омская область
42,105,Томская область
42,106,Дальневосточный федеральный округ
42,107,Республика Бурятия
42,108,Республика Саха (Якутия)
42,109,Забайкальский край
42,110,Камчатский край
42,111,Приморский край
42,112,Хабаровский край
42,113,Амурская область
42,114,Магаданская область
42,115,Сахалинская область
42,116,Еврейская автономная область
42,117,Чукотский автономный округ
41,22,Российская Федерация
41,23,Центральный федеральный округ
41,24,Белгородская область
41,25,Брянская область
41,26,Владимирская область
41,27,Воронежская область
41,28,Ивановская область
41,29,Калужская область
41,30,Костромская область
41,31,Курская область
41,32,Липецкая область
41,33,Московская область
41,34,Орловская область
41,35,Рязанская область
41,36,Смоленская область
41,37,Тамбовская область
41,38,Тверская область
41,39,Тульская область
41,40,Ярославская область
41,41,г. Москва
41,42,Северо-Западный федеральный округ
41,43,Республика Карелия
41,44,Республика Коми
41,45,Архангельская область
41,46,"Архангельская область, в том числе Ненецкий автономный округ"
41,47,Архангельская область без данных по Ненецкому автономному округу
41,48,Вологодская область
41,49,Калининградская область
41,50,Ленинградская область
41,51,Мурманская область
41,52,Новгородская область
41,53,Псковская область
41,54,г. Санкт-Петербург
41,55,Южный федеральный округ
41,56,Республика Адыгея (Адыгея)
41,57,Республика Калмыкия
41,58,Республика Крым
41,59,Краснодарский край
41,60,Астраханская область
41,61,Волгоградская область
41,62,Ростовская область
41,63,г. Севастополь
41,64,Северо-Кавказский федеральный округ
41,65,Республика Дагестан
41,66,Республика Ингушетия
41,67,Кабардино-Балкарская Республика
41,68,Карачаево-Черкесская Республика
41,69,Республика Северная Осетия - Алания
41,70,Чеченская Республика
41,71,Ставропольский край
41,72,Приволжский федеральный округ
41,73,Республика Башкортостан
41,74,Республика Марий Эл
41,75,Республика Мордовия
41,76,Республика Татарстан (Татарстан)
41,77,Удмуртская Республика
41,78,Чувашская Республика - Чувашия
41,79,Пермский край
41,80,Кировская область
41,81,Нижегородская область
41,82,Оренбургская область
41,83,Пензенская область
41,84,Самарская область
41,85,Саратовская область
41,86,Ульяновская область
41,87,Уральский федеральный округ
41,88,Курганская область
41,89,Свердловская область
41,90,Тюменская область
41,91,"Тюменская область, в том числе Ханты-Мансийский автономный округ - Югра"
41,92,"Тюменская область, в том числе Ямало-Ненецкий автономный округ"
41,93,Тюменская область без данных по Ханты-Мансийскому автономному округу - Югре и Ямало-Ненецкому автономному округу
41,94,Челябинская область
41,95,Сибирский федеральный округ
41,96,Республика Алтай
41,97,Республика Тыва
41,98,Республика Хакасия
41,99,Алтайский край
41,100,Красноярский край
41,101,Иркутская область
41,102,Кемеровская область - Кузбасс
41,103,Новосибирская область
41,104,Омская область
41,105,Томская область
41,106,Дальневосточный федеральный округ
41,107,Республика Бурятия
41,108,Республика Саха (Якутия)
41,109,Забайкальский край
41,110,Камчатский край
41,111,Приморский край
41,112,Хабаровский край
41,113,Амурская область
41,114,Магаданская область
41,115,Сахалинская область
41,116,Еврейская автономная область
41,117,Чукотский автономный округ
43,22,Российская Федерация
43,23,Центральный федеральный округ
43,24,Белгородская область
43,25,Брянская область
43,26,Владимирская область
43,27,Воронежская область
43,28,Ивановская область
43,29,Калужская область
43,30,Костромская область
43,31,Курская область
43,32,Липецкая область
43,33,Московская область
43,34,Орловская область
43,35,Рязанская область
43,36,Смоленская область
43,37,Тамбовская область
43,38,Тверская область
43,39,Тульская область
43,40,Ярославская область
43,41,г. Москва
43,42,Северо-Западный федеральный округ
43,43,Республика Карелия
43,44,Республика Коми
43,45,Архангельская область
43,46,"Архангельская область, в том числе Ненецкий автономный округ"
43,47,Архангельская область без данных по Ненецкому автономному округу
43,48,Вологодская область
43,49,Калининградская область
43,50,Ленинградская область
43,51,Мурманская область
43,52,Новгородская область
43,53,Псковская область
43,54,г. Санкт-Петербург
43,55,Южный федеральный округ
43,56,Республика Адыгея (Адыгея)
43,57,Республика Калмыкия
43,58,Республика Крым
43,59,Краснодарский край
43,60,Астраханская область
43,61,Волгоградская область
43,62,Ростовская область
43,63,г. Севастополь
43,64,Северо-Кавказский федеральный округ
43,65,Республика Дагестан
43,66,Республика Ингушетия
43,67,Кабардино-Балкарская Республика
43,68,Карачаево-Черкесская Республика
43,69,Республика Северная Осетия - Алания
43,70,Чеченская Республика
43,71,Ставропольский край
43,72,Приволжский федеральный округ
43,73,Республика Башкортостан
43,74,Республика Марий Эл
43,75,Республика Мордовия
43,76,Республика Татарстан (Татарстан)
43,77,Удмуртская Республика
43,78,Чувашская Республика - Чувашия
43,79,Пермский край
43,80,Кировская область
43,81,Нижегородская область
43,82,Оренбургская область
43,83,Пензенская область
43,84,Самарская область
43,85,Саратовская область
43,86,Ульяновская область
43,87,Уральский федеральный округ
43,88,Курганская область
43,89,Свердловская область
43,90,Тюменская область
43,91,"Тюменская область, в том числе Ханты-Мансийский автономный округ - Югра"
43,92,"Тюменская область, в том числе Ямало-Ненецкий автономный округ"
43,93,Тюменская область без данных по Ханты-Мансийскому автономному округу - Югре и Ямало-Ненецкому автономному округу
43,94,Челябинская область
43,95,Сибирский федеральный округ
43,96,Республика Алтай
43,97,Республика Тыва
43,98,Республика Хакасия
43,99,Алтайский край
43,100,Красноярский край
43,101,Иркутская область
43,102,Кемеровская область - Кузбасс
43,103,Новосибирская область
43,104,Омская область
43,105,Томская область
43,106,Дальневосточный федеральный округ
43,107,Республика Бурятия
43,108,Республика Саха (Якутия)
43,109,Забайкальский край
43,110,Камчатский край
43,111,Приморский край
43,112,Хабаровский край
43,113,Амурская область
43,114,Магаданская область
43,115,Сахалинская область
43,116,Еврейская автономная область
43,117,Чукотский автономный округ
50,22,Российская Федерация
50,23,Центральный федеральный округ
50,24,Белгородская область
50,25,Брянская область
50,26,Владимирская область
50,27,Воронежская область
50,28,Ивановская область
50,29,Калужская область
50,30,Костромская область
50,31,Курская область
50,32,Липецкая область
50,33,Московская область
50,34,Орловская область
50,35,Рязанская область
50,36,Смоленская область
50,37,Тамбовская область
50,38,Тверская область
50,39,Тульская область
50,40,Ярославская область
50,41,г. Москва
50,42,Северо-Западный федеральный округ
50,43,Республика Карелия
50,44,Республика Коми
50,45,Архангельская область
50,46,"Архангельская область, в том числе Ненецкий автономный округ"
50,47,Архангельская область без данных по Ненецкому автономному округу
50,48,Вологодская область
50,49,Калининградская область
50,50,Ленинградская область
50,51,Мурманская область
50,52,Новгородская область
50,53,Псковская область
50,54,г. Санкт-Петербург
50,55,Южный федеральный округ
50,56,Республика Адыгея (Адыгея)
50,57,Республика Калмыкия
50,58,Республика Крым
50,59,Краснодарский край
50,60,Астраханская область
50,61,Волгоградская область
50,62,Ростовская область
50,63,г. Севастополь
50,64,Северо-Кавказский федеральный округ
50,65,Республика Дагестан
50,66,Республика Ингушетия
50,67,Кабардино-Балкарская Республика
50,68,Карачаево-Черкесская Республика
50,69,Республика Северная Осетия - Алания
50,70,Чеченская Республика
50,71,Ставропольский край
50,72,Приволжский федеральный округ
50,73,Республика Башкортостан
50,74,Республика Марий Эл
50,75,Республика Мордовия
50,76,Республика Татарстан (Татарстан)
50,77,Удмуртская Республика
50,78,Чувашская Республика - Чувашия
50,79,Пермский край
50,80,Кировская область
50,81,Нижегородская область
50,82,Оренбургская область
50,83,Пензенская область
50,84,Самарская область
50,85,Саратовская область
50,86,Ульяновская область
50,87,Уральский федеральный округ
50,88,Курганская область
50,89,Свердловская область
50,90,Тюменская область
50,91,"Тюменская область, в том числе Ханты-Мансийский автономный округ - Югра"
50,92,"Тюменская область, в том числе Ямало-Ненецкий автономный округ"
50,93,Тюменская область без данных по Ханты-Мансийскому автономному округу - Югре и Ямало-Ненецкому автономному округу
50,94,Челябинская область
50,95,Сибирский федеральный округ
50,96,Республика Алтай
50,97,Республика Тыва
50,98,Республика Хакасия
50,99,Алтайский край
50,100,Красноярский край
50,101,Иркутская область
50,102,Кемеровская область - Кузбасс
50,103,Новосибирская область
50,104,Омская область
50,105,Томская область
50,106,Дальневосточный федеральный округ
50,107,Республика Бурятия
50,108,Республика Саха (Якутия)
50,109,Забайкальский край
50,110,Камчатский край
50,111,Приморский край
50,112,Хабаровский край
50,113,Амурская область
50,114,Магаданская область
50,115,Сахалинская область
50,116,Еврейская автономная область
50,117,Чукотский автономный округ
49,22,Российская Федерация
49,23,Центральный федеральный округ
49,24,Белгородская область
49,25,Брянская область
49,26,Владимирская область
49,27,Воронежская область
49,28,Ивановская область
49,29,Калужская область
49,30,Костромская область
49,31,Курская область
49,32,Липецкая область
49,33,Московская область
49,34,Орловская область
49,35,Рязанская область
49,36,Смоленская область
49,37,Тамбовская область
49,38,Тверская область
49,39,Тульская область
49,40,Ярославская область
49,41,г. Москва
49,42,Северо-Западный федеральный округ
49,43,Республика Карелия
49,44,Республика Коми
49,45,Архангельская область
49,46,"Архангельская область, в том числе Ненецкий автономный округ"
49,47,Архангельская область без данных по Ненецкому автономному округу
49,48,Вологодская область
49,49,Калининградская область
49,50,Ленинградская область
49,51,Мурманская область
49,52,Новгородская область
49,53,Псковская область
49,54,г. Санкт-Петербург
49,55,Южный федеральный округ
49,56,Республика Адыгея (Адыгея)
49,57,Республика Калмыкия
49,58,Республика Крым
49,59,Краснодарский край
49,60,Астраханская область
49,61,Волгоградская область
49,62,Ростовская область
49,63,г. Севастополь
49,64,Северо-Кавказский федеральный округ
49,65,Республика Дагестан
49,66,Республика Ингушетия
49,67,Кабардино-Балкарская Республика
49,68,Карачаево-Черкесская Республика
49,69,Республика Северная Осетия - Алания
49,70,Чеченская Республика
49,71,Ставропольский край
49,72,Приволжский федеральный округ
49,73,Республика Башкортостан
49,74,Республика Марий Эл
49,75,Республика Мордовия
49,76,Республика Татарстан (Татарстан)
49,77,Удмуртская Республика
49,78,Чувашская Республика - Чувашия
49,79,Пермский край
49,80,Кировская область
49,81,Нижегородская область
49,82,Оренбургская область
49,83,Пензенская область
49,84,Самарская область
49,85,Саратовская область
49,86,Ульяновская область
49,87,Уральский федеральный округ
49,88,Курганская область
49,89,Свердловская область
49,90,Тюменская область
49,91,"Тюменская область, в том числе Ханты-Мансийский автономный округ - Югра"
49,92,"Тюменская область, в том числе Ямало-Ненецкий автономный округ"
49,93,Тюменская область без данных по Ханты-Мансийскому автономному округу - Югре и Ямало-Ненецкому автономному округу
49,94,Челябинская область
49,95,Сибирский федеральный округ
49,96,Республика Алтай
49,97,Республика Тыва
49,98,Республика Хакасия
49,99,Алтайский край
49,100,Красноярский край
49,101,Иркутская область
49,102,Кемеровская область - Кузбасс
49,103,Новосибирская область
49,104,Омская область
49,105,Томская область
49,106,Дальневосточный федеральный округ
49,107,Республика Бурятия
49,108,Республика Саха (Якутия)
49,109,Забайкальский край
49,110,Камчатский край
49,111,Приморский край
49,112,Хабаровский край
49,113,Амурская область
49,114,Магаданская область
49,115,Сахалинская область
49,116,Еврейская автономная область
49,117,Чукотский автономный округ
51,22,Российская Федерация
51,23,Центральный федеральный округ
51,24,Белгородская область
51,25,Брянская область
51,26,Владимирская область
51,27,Воронежская область
51,28,Ивановская область
51,29,Калужская область
51,30,Костромская область
51,31,Курская область
51,32,Липецкая область
51,33,Московская область
51,34,Орловская область
51,35,Рязанская область
51,36,Смоленская область
51,37,Тамбовская область
51,38,Тверская область
51,39,Тульская область
51,40,Ярославская область
51,41,г. Москва
51,42,Северо-Западный федеральный округ
51,43,Республика Карелия
51,44,Республика Коми
51,45,Архангельская область
51,46,"Архангельская область, в том числе Ненецкий автономный округ"
51,47,Архангельская область без данных по Ненецкому автономному округу
51,48,Вологодская область
51,49,Калининградская область
51,50,Ленинградская область
51,51,Мурманская область
51,52,Новгородская область
51,53,Псковская область
51,54,г. Санкт-Петербург
51,55,Южный федеральный округ
51,56,Республика Адыгея (Адыгея)
51,57,Республика Калмыкия
51,58,Республика Крым
51,59,Краснодарский край
51,60,Астраханская область
51,61,Волгоградская область
51,62,Ростовская область
51,63,г. Севастополь
51,64,Северо-Кавказский федеральный округ
51,65,Республика Дагестан
51,66,Республика Ингушетия
51,67,Кабардино-Балкарская Республика
51,68,Карачаево-Черкесская Республика
51,69,Республика Северная Осетия - Алания
51,70,Чеченская Республика
51,71,Ставропольский край
51,72,Приволжский федеральный округ
51,73,Республика Башкортостан
51,74,Республика Марий Эл
51,75,Республика Мордовия
51,76,Республика Татарстан (Татарстан)
51,77,Удмуртская Республика
51,78,Чувашская Республика - Чувашия
51,79,Пермский край
51,80,Кировская область
51,81,Нижегородская область
51,82,Оренбургская область
51,83,Пензенская область
51,84,Самарская область
51,85,Саратовская область
51,86,Ульяновская область
51,87,Уральский федеральный округ
51,88,Курганская область
51,89,Свердловская область
51,90,Тюменская область
51,91,"Тюменская область, в том числе Ханты-Мансийский автономный округ - Югра"
51,92,"Тюменская область, в том числе Ямало-Ненецкий автономный округ"
51,93,Тюменская область без данных по Ханты-Мансийскому автономному округу - Югре и Ямало-Ненецкому автономному округу
51,94,Челябинская область
51,95,Сибирский федеральный округ
51,96,Республика Алтай
51,97,Республика Тыва
51,98,Республика Хакасия
51,99,Алтайский край
51,100,Красноярский край
51,101,Иркутская область
51,102,Кемеровская область - Кузбасс
51,103,Новосибирская область
51,104,Омская область
51,105,Томская область
51,106,Дальневосточный федеральный округ
51,107,Республика Бурятия
51,108,Республика Саха (Якутия)
51,109,Забайкальский край
51,110,Камчатский край
51,111,Приморский край
51,112,Хабаровский край
51,113,Амурская область
51,114,Магаданская область
51,115,Сахалинская область
51,116,Еврейская автономная область
51,117,Чукотский автономный округ
57,120,Экономика
57,121,Промышленное производство
57,122,Добыча полезных ископаемых
57,123,Обрабатывающие производства
57,124,"Сельское, лесное хозяйство, охота, рыболовство и рыбоводство"
57,125,Строительство
57,126,"Торговля оптовая и розничная, ремонт автотранспортных средств и мотоциклов"
57,127,Транспортировка и хранение
57,128,Услуги
